ID,Title,Price_Location,Body_Text
113,North Downs Apt,"$435 · Provo, UT","Private room and bathroom, and for the remainder of the summer private apartment! One block south of campus. Includes covered parking and a storage unit! Two private closets. Brand new carpet and bed. Willing to give tours! Month of May is payed for."
114,Alpine Village women’s private room available,"$439 · Provo, UT","selling my contract ASAP!!
-$439 plus utilities
-newly renovated courtyard and clubhouse
-Private room and shared bathroom w one gal
-super social ward!!...






See More"
115,PRIVATE room in spacious CONDO,"$275 · Provo, UT",Hey guys! I’m selling my contract at Belmont condominiums because I am getting married! I already moved out so the room is available ASAP and the moth of May is already paid for! There are laundry and washer on site and a personal parking spot as well! There are only two other roommates in the apartment so not a ton of other people! I can’t attach the video of the apartment on here but dm me and I can send it your way!
116,Women’s private bed and bath,"$400 · Provo, UT","1 block south of BYU campus at North Downs! No roomates for summer. You have your own bed and bath, parking space, and two closets. Storage unit included."
117,Women's Private Room for FALL,"$445 · Provo, UT","***Sign now while you can share a place with your friends***
Fernwood condos BYU approved women's PRIVATE room, great location only 2.5 blocks from campus. Washer and Dryer in condo.
No additional charge for parking (4 rooms / 4 parking spots) Move in August 24. Text 801-319-1191 if interested."
118,Renewed Spring/Summer Liberty Square Men’s Contract,"$400 · Provo, UT","$200 Incentive!!
I am selling my Liberty Square contract and it is available immediately! It includes a fall renewal and a $200 incentive. The ward is incredible and I even met my wife there:) I have loved Liberty Square and the people that I met. Its location to campus is great, it has a very social environment, and the amenities are so fun!
Send me a message if you are interested!"
119,WOMEN'S YEAR ROUND,"$265 · Provo, UT","Hi friends! I have loooved living here but have to move before fall:( Comment for more info and pics!
-$265, CHEAPEST you'll find south of campus
-CLOSEST you can possibly get (literally two minutes to the LSB)
-Swimming pool...




See More"
120,Women’s Shared Contract,"$275 · Provo, UT","2 bath, 3 bedrooms (shared) The Lodges at Glenwood
Contract ends in August with option to renew. May rent has already been paid. Price includes parking and media fee. AVAILABLE IMMEDIATELY.
-Great location close to BYU campus (15 min. walk) and right next to a bus stop for UVU. ...


See More"
121,$365/mo. - Male Housing at Stadium 150,"$365 · Provo, UT","I'm Selling my BYU Approved Housing contract at Stadium 150!
The Rent and utilities combined is $365 a month.
Features:
-pool
-workout/exercise facility...






See More"
122,FREE RENT @ LIBERTY SQUARE,"$325 · Provo, UT","Women’s contract. Available now - Madison 9. Liberty Square is always a popular place to live. Close to campus & UVX. Contract goes until the end of August.
Rent is $325 plus utilities.
Not all roommates are currently living there, more space for all."
123,ISO: Private room in house,"$450 · Provo, UT","Looking for a private room in a house for Fall semester! Preferably south provo (joaquin area)! Doesn’t need to be BYU approved and I can move in earliest July!
Message me if you have anything! Thank you!"
124,Private Room,"$285 · Provo, UT",private room in cute house walking distance from byu. parking available and washer & dryer in the house. available now! 💫 must be woke.
125,Selling Men's Shared Contract and Next Year's Private contract,$400 ·,"STARTING IMMEDIATELY! MAY IS PAID. Men's Shared room at Alpine Village Apartments. $400/mo plus utilities. Also selling next year's private room contract for $435/mo (plus utilities). Features 24/hr gym, year-round pool/hot-tub, and clubhouse with billiards and ping-pong."
126,BYU Men's Large Private Room,"$385 · Provo, UT","Large private room for sale, move in ready with 3 day's notice. May rent paid for. Contract extends through August 19th, but is available for renewal.
$385 + utilities / month
Large double sized private room
Washer and dryer on site...


See More"
127,4 beds · 2 bath · Apartment,$375 / Month,"My boyfriend is selling his private contract for $375!
-The contract goes until August and is renewable.
-Close to byu and uvu.
-Pool/hot tub...
See More"
128,Private room in townhouse available june 1st,"$375 · Provo, UT",We have a private room available in our townhouse! It’s $375 including utilities. Shared bathroom and plenty of parking. Best roommates ever! Not BYU approved but close to the freeway if you are a uvu student!
129,4 beds · 3.5 bath · Townhouse,$500 / Month,"Private MEN’s room in brand new (built Dec 2019).
- Comes with a garage spot for 1 vehicle
- Furnished with full size bed and dresser
- All utilities are included
- White kitchen cabinets with updated laminate floors and stainless steel appliances. ...



See More"
130,4 beds · 2 bath · Apartment,$460 / Month,"$460/month before parking pass and utilities. Comes with laundry in your apartment. Private room. I’m selling this for my fiancé as we’re getting married on June 29th. She’s able to move out ASAP. Whenever you need. We will pay the transfer fees. Message me! Contract ends in August, but we you can always renew"
131,2 beds · 1 bath · Apartment/Condo,$340 / Month,"Fall Contract - BYU Approved - Renewal Deal Price
selling my personal contract for the fall. it has a cheaper rent then other contracts and also comes with a guaranteed parking pass!!! I will also pay $100 of the initial payment.
The complex, Liberty on Freedom, is super nice with 24HR laundry, gym, lounge, and a hot tub/pool!!!...
See More"
132,3 beds · 2 bath · Apartment,$435 / Month,"$435 BYU approved condo/1 women private room contract/Available June 1, 2020
Timpanogos Gateway #316/BYU approved condo for women just 1 block from the BYU stadium and walking distance to BYU. These are student private rooms. 1 Private room with parking included $435.00 monthly. Water and google fiber internet included as well. The unit was remodeled this past summer with new flooring and furniture. Return missionary environment! Give me a call to reserve this room starting June 2020. The unit will be available on June 1, 2020. It is a year contract! From June 1, 2020 to August 13, 2021. First month and deposit of $250.00 required at sign in. For information or to schedule an appointment please call Lorella at 801-836-8575"
133,Female BYU contract,"$385 · Provo, UT",I am really needing to sell my careiage cove contract. I have been married for almost 2 months now and have been trying to sell it since January. I camt pay the rent anymore. May rent is paid already. Also you can move in ASAP!
134,Rare Find-2 Private Rooms available in August,$440 ·,"If you’re looking for a great place to live in the Fall, and you’re wanting to live with friends, we have the place for you! Currently we have 2 Private room contracts available in the same unit. These won't last long for 2 spots together. UAC-University Avenue Condos is close to BYU and has a UVX bus stop right outside the condo. The parking is some of the best in Provo. It’s underground, and there’s more than enough parking for all tenants. It’s also free. Large private rooms and large bathrooms. Laundry in unit as well. Condo was recently updated and is clean and in excellent condition. Message me for more info."
135,2 beds · 2 bath · Apartment,$465 / Month,"This is a student private room in BYU approved unit for women. Just 4 blocks from BYU. It is fully furnished with washer and dryer inside the unit. It has a brand new carpet. This is a great location for BYU students, close to major outing stores. Smith is just 1 block away. The BYU shuttle stop is just across the street bringing students to BYU and back every 30 minutes. Water and Google fiber internet included in the rent. This is a private room with a private bath nice and spacious for $465.00 monthly starting August 25, 2020 until August 13, 2021. 12 months contract! For information and to schedule an appointment call Lorella at 801-836-8575 or e-mail lorella@wasatchpropertyrentals.com
First month plus $250.00 rental deposit required at sign in!"
136,3 beds · 2 bath · Apartment,"$1,490 / Month","Main Floor Condo 3 bed, 2 bath with Attached Garage!
Rear find to have a condo with a garage that enters into the laundry room.
No more walking outside in the weather to enter your home.
Comes with washer and dryer, stainless steel appliances, quartz countertops and large pantry. Internet included!...






See More"
137,3 beds · 2 bath · Apartment,$430 / Month,"Private Room For Rent
5176 N University Ave, Provo, UT 84604-5990, United States"
138,3 beds · 2 bath · Apartment,$435 / Month,"AVAILABLE AUG 25, 2020/$465.00 monthly. 2 women's student contracts available!
Riverside #10.Top unit. This unit is just a few blocks from BYU. 1 block from Maceys. BYU approved for women. 2 women contracts available starting in Fall 2019. This unit is clean and ready to move on August 25, 2020 until August 13, 2021. Year contract! Fully furnished. Washer and dryer inside the unit. Water and Google fiber internet included. The private master bedroom with a private bathroom is $465.00 monthly, the regular private is $435.00 monthly. The BYU student movement shuttle is less than a block away. For information and to schedule an appointment call Lorella @801-836-8575. First month and deposit $250.00 required at sign in!"
139,Looking for...,"$350 · Orem, UT","Looking fo a place in Orem for my friend and I to live in. We would love it if it had parking, washer and dryer inside, and nice roommates! We want to be able to move in during August."
